publish_date,headline_text
20030330,museum celebrates 150 years of van gogh
20030330,museum starts it engines in fremantle
20030330,nats expect leadership tussle as hands go up
20030330,nazon wins criterium internationals first stage
20030330,nicklaus to compete in 43rd masters
20030330,nine charged over nightclub brawl
20030330,no evidence of al qaeda linked forces in southern
20030330,no excuse for war deficit labor
20030330,no trace of funny fuel in se qld
20030330,nsw nats face leadership spill
20030330,nt student levels under microscope
20030330,ny paper suspects baghdad based journos held
20030330,oil cartel denies backing us led war
20030330,one killed five injured in car smashes
20030330,opposition calls for troop deployment date
20030330,panthers upset roosters in thriller
20030330,panthers upset roosters sharks no match for broncos
20030330,patterson encourages flu shot for elderly
20030330,pentagon pleased with embedding experiment
20030330,perths march downpour wettest for three decades
20030330,pharaohs stay alive in african nations cup
20030330,police charge man over womans death
20030330,pope fears iraq war could mean religious
20030330,power pip glory
20030330,power zap glory
20030330,protesters urged not to disrupt anzac services
20030330,protests renewed worldwide as public fears long
20030330,qualifying for euro 2004 a little clearer
20030330,road train rolls into record books
20030330,rumsfeld accused of micromanaging war
20030330,saddam losing control of iraq says bush
20030330,saddam nearly cut off in his prime in 1970 report
20030330,saddam sacks air commander uk
20030330,s africa woman nabbed for stealing baby 27 years
20030330,sailor hails best game since switch
20030330,saudis say moran bomber not their citizen
20030330,scientists track impact of european wasp
20030330,serb police say milosevics wife in russia
20030330,serena overcomes slow start to swamp birthday girl
20030330,severe hailstorm rips through northern nsw
20030330,severe storm unroofs houses on nsw north coast
20030330,sharks down cats in entertaining thriller
20030330,sharks no match for broncos
20030330,sharks rocked by spirit
20030330,sharks rocked by spirit power zap glory
20030330,singapore reports third death from pneumonia virus
20030330,s korea seeks sino soviet help with north
20030330,sprinboks end kenyas giant killing sevens run
20030330,springborg takes first bites of beattie
20030330,square in west bank named after iraqi suicide
20030330,storms dump 40mm of rain on perth
20030330,suicide blast wounds 20 in israel
20030330,suicide bomb injures 26 in israel
20030330,teachers urge minister to focus on aboriginal
20030330,teen shows up pros to make final threesome in
20030330,terrified iraq family caught in confused firefight
20030330,terror grips kashmir villagers after attack by
20030330,thousands turn out for anti war protests in new
20030330,three missing westerners from iraq reach syria
20030330,thunderstorms tear up southern nsw
20030330,treatment may trigger diabetes inhibitions
20030330,truck rams us soldiers in kuwait 15 injured
20030330,turkey issues warning to us over iraq
20030330,two injured in motorbike accidents
20030330,un aid leaves kuwait for southern iraq
20030330,unions not helping themselves abbott says
20030330,un should have sanctioned attacks poll
20030330,us britain recruiting un inspectors to help in
20030330,us commanders praise australian troops
20030330,us cruise missiles fall in saudi arabia
20030330,us death toll rises as marines die
20030330,us ground forces prepare for assault on baghdad
20030330,us guilty of state terrorism in iraqi war north
20030330,us marines in fierce nasiriyah firefight
20030330,us moves to bolster supply line security in iraq
20030330,us officials defensive about war strategy
20030330,us overcomes snipers guerrillas to take kifl
20030330,us planes pound suspected taliban hideouts
20030330,us reinforcements face earlier deployment
20030330,us satellites to monitor shuttle missions
20030330,us soldiers face barrage of criticism in turkey
20030330,us soldiers in iraq asked to pray for bush
20030330,us spokesman lowers death toll in suicide attack
20030330,vic govt considers direct debit fines
20030330,vic oppn critical of prisoner release figures
20030330,violence ahead of zimbabwe opposition deadline
20030330,virus death toll rises as world waits on news from
20030330,voting begins in two key zimbabwe by elections
20030330,war on plan says top general
20030330,war on track says top general
20030330,warplanes cut republican guard fuel supply
20030330,war presents massive crisis for airlines
20030330,war traumatises iraqi children unicef
20030330,were not causing civilian crisis invasion forces
20030330,west cleared of stomping
20030330,westerners stage beijing anti war march
20030330,wifis future unclear despite asian uptake
20030330,woodward urges warhorses to mount one last push
20030330,young at heart seeks date for her 105th birthday
20030330,zimbabwe tour of england to go ahead
20030330,zimbabwe votes in second day of by elections
20030331,100000 strike in israel over budget cuts
20030331,70 year old in custody for stabbing murder
20030331,accc proceeds with legal action against fuel
20030331,act oppn to introduce tougher sentencing laws
20030331,act residents asked to watch water use
20030331,actu takes minimum wage fight to irc
20030331,agassi pressures hewitt for world number one
20030331,ageing hearing in melbourne today
20030331,ah kit offers to join politicians in aboriginal
20030331,air force imagery analysts gulf bound
20030331,alleged qld serial killer confessed to prisioner
20030331,allied advances neither here nor there iraq
20030331,arts centre to get facelift
20030331,asx governance guidelines open to abuse opp
20030331,atkinson harrop crowned aust triathlon champs
20030331,atsic blame for indigenous health unfair robinson
20030331,aussies primed to reclaim top test spot
20030331,australian professor heads sars team in hanoi
20030331,australian soldiers charged with drug offences
20030331,australia prepared for biological chemical threats
20030331,bad weekend for coast league teams
20030331,baildon welcomes end to nsw daylight saving
20030331,battle for basra rages on
20030331,beekeepers welcome sticky yields
20030331,bombs hit residential area in baghdad report
20030331,bridge closure continues to disrupt rail services
20030331,britain silent on conscientious objectors claim
20030331,british troops find chemical warfare equipment
20030331,british tv reporter found dead in northern iraq
20030331,broken hill salinity levels on the rise
20030331,bushfire schools get support package
20030331,cairns swimmer youngest in aussie team
20030331,call for country doctors boost
20030331,call for qld wide plan to protect koalas
20030331,call for vic govt to waive insurance stamp duty
